"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PRCP","WDF2","WDF5","WSF2","WSF5"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-11-29","5.37",,,"0.00","  230","  230","15.0","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-11-30","12.08",,,"0.00","  230","  230","18.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-01","7.83",,,"0.16","  230","  230","12.1","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-02","8.72",,,"0.60","   80","   60","16.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-03","10.74",,,"0.00","  230","  230","16.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-04","4.25",,,"0.00","  290","  300","8.1","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-05","4.03",,,"0.03","   90","   90","10.1","16.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-06","4.70",,,"0.85","   40","   40","13.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-07","12.08",,,"0.14","   40","   40","19.0","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-08","15.66",,,"0.14","   70","  100","19.9","47.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-09","15.66",,,"2.12","   40","   40","25.1","38.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-10","10.51",,,"0.00","  330","  330","15.0","33.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-11","13.42",,,"0.00","  290","  290","17.0","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-12","7.38",,,"0.00","  330","  290","11.0","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-13","8.28",,,"0.00","  330","  330","16.1","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-14","6.49",,,"0.00","  320","  320","11.0","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-15","4.03",,,"0.00","  220","  220","8.1","16.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-16","6.04",,,"0.20","  160","  150","12.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-17","8.72",,,"0.00","  290","  290","14.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-18","9.17",,,"0.00","  300","  290","12.1","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-19","7.61",,,"0.00","  330","  290","12.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-20","4.25",,,"0.00","  320","  330","6.0","12.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-21","3.80",,,"0.00","  320","  320","6.9","15.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-22","5.14",,,"0.01","   70","   80","13.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-23","8.28",,,"0.05","   60","   50","12.1","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-24","10.07",,,"1.11","  220","  220","19.0","31.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-25","10.51",,,"0.16","  230","  300","19.9","40.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-26","6.71",,,"0.00","  270","  300","8.9","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-27","7.83",,,"0.00","  220","  230","12.1","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-28","8.28",,,"0.01","  230","  230","14.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-29","4.92",,,"0.00","   40","   40","11.0","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-30","6.26",,,"0.00","   40","   40","11.0","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2014-12-31","6.93",,,"0.00","  320","  290","11.0","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-01","13.20",,,"0.00","  280","  270","18.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-02","6.49",,,"0.00","  330","  310","11.0","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-03","5.82",,,"0.68","  100","  120","12.1","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-04","12.30",,,"0.14","  220","  250","19.0","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-05","10.51",,,"0.00","  290","  300","17.0","40.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-06","4.70",,,"0.00","   10","   10","8.1","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-07","9.62",,,"0.00","  330","  320","15.0","35.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-08","11.41",,,"0.00","  230","  320","32.0","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-09","15.43",,,"0.00","  230","  230","28.0","42.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-10","7.61",,,"0.00","  280","  320","11.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-11","6.04",,,"0.00","  210","  210","11.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-12","5.82",,,"0.98","  330","  330","11.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-13","8.50",,,"0.00","   40","   70","14.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-14","10.51",,,"0.01","   40","   40","14.1","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-15","6.49",,,"0.00","  290","  290","11.0","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-16","9.40",,,"0.00","  300","  300","15.0","35.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-17","6.71",,,"0.00","  320","  210","10.1","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-18","8.28",,,"0.79","  170","  270","16.1","35.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-19","10.29",,,"0.00","  290","  290","15.0","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-20","5.14",,,"0.00","  260","  270","8.9","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-21","6.71",,,"0.00","  340","  350","14.1","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-22","6.04",,,,"  270","  310","10.1","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-23","5.59",,,"0.15","  240","  210","11.0","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-24","11.41",,,"1.25","  330","   60","11.0","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-25","7.38",,,"0.00","  280","  290","13.0","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-26","18.34",,,"0.20","   40","   40","25.9","38.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-27","11.18",,,"0.05","  320","  360","16.1","40.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-28","11.41",,,"0.00","  330","  320","16.1","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-29","6.49",,,"0.00","  210","  230","13.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-30","12.08",,,"0.00","  330","  320","21.0","36.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-01-31","12.08",,,"0.00","  320","  320","17.0","33.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-01","6.71",,,"0.00","  130","  290","10.1","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-02","14.32",,,"0.99","  330","  330","21.0","40.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-03","8.50",,,"0.00","  320","  330","18.1","33.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-04","11.86",,,"0.00","  220","  210","18.1","31.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-05","13.42",,,"0.00","  320","  320","21.0","40.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-06","9.84",,,"0.00","  270","  320","16.1","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-07","6.71",,,"0.00","  240","  240","14.1","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-08","6.49",,,"0.00","  250","  240","12.1","16.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-09","16.33",,,"0.02","   60","   50","19.9","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-10","15.43",,,"0.00","   40","   40","19.9","36.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-11","9.84",,,"0.00","   40","   50","17.0","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-12","7.83",,,"0.00","  260","  320","13.0","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-13","10.74",,,"0.00","  330","  320","18.1","35.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-14","10.74",,,"0.00","  230","  290","21.9","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-15","14.32",,,"0.00","  300","  320","19.9","44.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-16","8.50",,,"0.00","  320","  320","15.0","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-17","5.59",,,"0.00","  330","  330","11.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-18","5.37",,,"0.00","  300","  300","14.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-19",,,,"0.00",,"  310",,"36.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-20","10.29",,,"0.00","  290","  290","14.1","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-21","10.07",,,"0.44","  220","  210","15.0","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-22","5.14",,,"0.44","  270","  280","8.9","21.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-23","9.62",,,"0.00","  320","  320","15.0","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-24","5.59",,,"0.00","  230","  340","8.1","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-25","7.38",,,"0.00","  280","  300","12.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-26","8.72",,,"0.00","   40","   40","19.0","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-27","4.47",,,"0.01","  130","  300","8.1","16.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-02-28","5.59",,,"0.00","  190","  330","8.1","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-01","4.92",,,,"  170","  170","16.1","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-02","8.95",,,"0.22","  360","  310","19.0","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-03","6.26",,,"0.32","  250","  250","18.1","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-04","7.83",,,"0.19","  240","  250","14.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-05","7.61",,,,"  320","  320","13.0","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-06","6.93",,,"0.00","  330","  320","11.0","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-07","11.86",,,"0.00","  230","  230","18.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-08","8.50",,,"0.00","  290","  290","15.0","31.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-09","5.37",,,"0.00","  240","  320","10.1","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-10","6.04",,,"0.28","  130","  130","13.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-11","6.26",,,"0.02","  280","  290","11.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-12","6.93",,,"0.00","  320","  330","12.1","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-13","6.93",,,"0.05","   90","   80","13.0","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-14","10.51",,,"1.17","  170","  220","18.1","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-15","10.51",,,"0.00","  320","  300","16.1","33.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-16","7.83",,,"0.00","  240","  220","15.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-17","11.18",,,"0.00","  330","  330","17.0","35.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-18","8.05",,,"0.00","  330","  320","16.1","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-19","5.82",,,"0.00","  160","  150","10.1","18.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-20","10.51",,,"0.77","  100","   90","14.1","36.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-21","7.38",,,"0.04","   40","   40","15.0","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-22","6.26",,,"0.00","  320","  320","11.0","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-23","7.38",,,"0.00","   40","   40","13.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-24","4.92",,,"0.00","   30","   30","8.1","14.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-25","5.37",,,"0.06","  100","  130","11.0","17.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-26","12.30",,,"0.08","  220","  210","21.9","38.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-27","6.49",,,"0.10","  320","  320","14.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-28","10.07",,,"0.00","  330","  330","13.0","31.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-29","8.95",,,"0.00","  320","  320","15.0","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-30","10.74",,,"0.01","  260","  290","14.1","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-03-31","8.28",,,"0.15","  220","  210","16.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-01","6.93",,,"0.00","  170","  320","12.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-02","12.30",,,"0.00","  210","  210","19.9","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-03","11.41",,,"0.26","  230","  230","19.0","35.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-04","11.86",,,"0.00","  320","  320","18.1","36.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-05","14.76",,,"0.00","  230","  230","21.9","33.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-06","12.08",,,"0.00","  220","  220","18.1","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-07","10.51",,,"0.61","   70","  220","17.0","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-08","14.09",,,"0.32","   40","   60","17.0","30.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-09","12.75",,,"0.01","   40","   50","15.0","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-10","6.71",,,"0.12","  230","  230","15.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-11","6.93",,,"0.00","  330","  320","13.0","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-12","7.38",,,"0.00","  230","  240","14.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-13","9.84",,,"0.00","  210","  210","13.0","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-14","8.72",,,"0.61","  220","  220","16.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-15","19.01",,,"0.01","  110","   20","8.1","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-16","8.05",,,"0.00","  180","  170","16.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-17","8.50",,,"0.10","  180","  170","16.1","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-18","7.61",,,"0.00","  230","  220","13.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-19","14.99",,,"0.00","  100","   90","18.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-20","14.32",,,"0.76","  140","  130","23.0","42.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-21","8.95",,,"0.00","  290","  280","18.1","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-22","10.29",,,"0.01","  240","  240","23.9","36.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-23","9.62",,,"0.00","  300","  300","14.1","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-24","9.84",,,"0.00","  330","  310","16.1","33.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-25","8.28",,,"0.00","  220","  220","18.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-26","6.93",,,"0.00","  100","   70","12.1","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-27","7.38",,,"0.00","  320","  320","16.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-28","8.50",,,"0.00","  220","  330","12.1","25.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-29","7.61",,,"0.00","  220","  220","14.1","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-04-30","9.84",,,"0.00","   90","   90","18.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-01","12.08",,,"0.00","   80","   80","17.0","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-02","7.16",,,"0.00","  120","  120","13.0","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-03","6.71",,,"0.00","  160","  230","10.1","15.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-04","10.29",,,"0.00","  220","  230","19.9","29.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-05","10.74",,,"0.09","  230","  230","17.0","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-06","8.50",,,"0.00","   60","   60","15.0","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-07","5.37",,,"0.00","  130","  120","8.1","12.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-08","5.14",,,"0.00","  170","  170","10.1","15.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-09","5.59",,,"0.17","  100","   60","10.1","14.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-10","6.93",,,"0.00","  210","  200","11.0","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-11","8.95",,,"0.00","  180","  180","13.0","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-12","8.72",,,"0.05","  290","  290","18.1","33.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-13","8.95",,,"0.00","  330","  320","14.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-14","8.28",,,"0.00","  120","  320","11.0","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-15","8.05",,,"0.00","  180","  180","12.1","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-16","10.51",,,"0.00","  240","  230","18.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-17","5.37",,,"0.00","  210","  200","8.9","14.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-18","5.82",,,"0.00","   80","   80","13.0","19.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-19","6.04",,,"0.00","  260","  170","10.1","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-20","7.16",,,"0.00","  330","  330","12.1","12.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-21","4.92",,,"0.59","  140","   30","8.9","15.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-22","8.72",,,"0.00","  280","  290","16.1","34.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-23","8.28",,,"0.00","  200","  200","13.0","21.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-24","11.63",,,"0.00","  220","  230","17.0","25.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-25","11.63",,,"0.00","  220","  220","16.1","28.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-26","13.42",,,"0.00","  220","  220","17.0","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-27","14.09",,,"0.00","  210","  210","18.1","32.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-28","11.41",,,"0.00","  230","  240","16.1","23.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-29","7.38",,,"0.00","   90","  100","14.1","19.0"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-30","9.84",,,"0.00","  210","  200","14.1","23.9"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-05-31","11.41",,,"0.00","  210","  210","14.1","27.1"
"USW00013724","ATLANTIC CITY MARINA, NJ US","39.37778","-74.42361","3.0","2015-06-01","9.17",,,"0.87","  200","  180","12.1","23.0"
